epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.6584402918815613;0.7263575196266174;0.6102543473243713;0.5516178607940674;0.5754070281982422;0.7290559411048889
1;0.6525172591209412;0.7285794019699097;0.6054828763008118;0.6178736686706543;0.6795485019683838;0.6376363635063171
2;0.6771964430809021;0.7355559468269348;0.6042685508728027;0.6348227858543396;0.6802655458450317;0.6399303674697876
3;0.6683119535446167;0.730149507522583;0.6055386066436768;0.6348227858543396;0.6773179173469543;0.6394044160842896
4;0.6683119535446167;0.7398672699928284;0.5985344648361206;0.6040061712265015;0.6571803689002991;0.6525434255599976
5;0.6717670559883118;0.7422400116920471;0.5990904569625854;0.6009244918823242;0.6494263410568237;0.664512038230896
6;0.6880552768707275;0.7523317337036133;0.5906506776809692;0.6302003264427185;0.6809172034263611;0.640961229801178
7;0.6678183674812317;0.7437633275985718;0.594010055065155;0.6040061712265015;0.6295830607414246;0.6788791418075562
8;0.6801579594612122;0.7507485747337341;0.5900046229362488;0.6117103099822998;0.655245304107666;0.6633206605911255
9;0.6855873465538025;0.7514656782150269;0.590124785900116;0.633281946182251;0.6825588941574097;0.6403392553329468
10;0.6688055396080017;0.7449305653572083;0.5902022123336792;0.6163328289985657;0.665116012096405;0.6480454206466675
11;0.6826258897781372;0.7636059522628784;0.5801655054092407;0.6224961280822754;0.65664142370224;0.658938467502594
12;0.672260582447052;0.7492731213569641;0.5901804566383362;0.5870569944381714;0.6332890391349792;0.6786006093025208
13;0.6924975514411926;0.7630378007888794;0.5817091464996338;0.6117103099822998;0.6632130742073059;0.6545114517211914
14;0.6890424489974976;0.7542492747306824;0.5872803926467896;0.6733435988426208;0.7088575959205627;0.6282675862312317
15;0.6890424489974976;0.757472574710846;0.5841261744499207;0.6224961280822754;0.6863800883293152;0.6343721747398376
16;0.6915103793144226;0.7665334343910217;0.5762894153594971;0.6255778074264526;0.6697906851768494;0.6543828248977661
17;0.699901282787323;0.7676625847816467;0.5758228302001953;0.6194145083427429;0.6790083050727844;0.6459456086158752
18;0.7028627991676331;0.7708632946014404;0.5733073949813843;0.6101694703102112;0.6650862097740173;0.6536755561828613
19;0.7048371434211731;0.7799737453460693;0.565494954586029;0.6086286306381226;0.6527097821235657;0.6657483577728271
