epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.6569595336914062;0.7168083190917969;0.6137509346008301;0.6055470108985901;0.6467304229736328;0.6601091623306274
1;0.6554787755012512;0.7271983623504639;0.6073583960533142;0.5562403798103333;0.5909862518310547;0.7037529349327087
2;0.6495558023452759;0.7248429656028748;0.6076362729072571;0.6024653315544128;0.6473144292831421;0.6599758863449097
3;0.6589338779449463;0.7243716716766357;0.6083561778068542;0.5208012461662292;0.5593137145042419;0.741097629070282
4;0.6544916033744812;0.7291079759597778;0.6033630967140198;0.6224961280822754;0.6690487265586853;0.6471811532974243
5;0.6683119535446167;0.7343323826789856;0.6011293530464172;0.5824345350265503;0.635682225227356;0.6726290583610535
6;0.6609082221984863;0.7326228022575378;0.5999356508255005;0.6040061712265015;0.6599437594413757;0.6539157629013062
7;0.6673247814178467;0.7422567009925842;0.5933343768119812;0.6040061712265015;0.6248607635498047;0.6777892708778381
8;0.6757156848907471;0.7482441067695618;0.5892190337181091;0.5947611927986145;0.6397206783294678;0.6674454212188721
9;0.673741340637207;0.7389466762542725;0.5998468399047852;0.5808936953544617;0.6233200430870056;0.6798112392425537
