epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.5444225072860718;0.5653215050697327;0.6877940893173218;0.5670261979103088;0.6136571168899536;0.6678228974342346
1;0.6036525368690491;0.6425161361694336;0.6623138785362244;0.5593220591545105;0.6034932732582092;0.6701176762580872
2;0.601184606552124;0.6592694520950317;0.6507860422134399;0.6040061712265015;0.6565285325050354;0.6531969904899597
3;0.6248766183853149;0.6842710971832275;0.6380077004432678;0.5839753746986389;0.6433104276657104;0.6554474830627441
4;0.625863790512085;0.6800077557563782;0.6392195224761963;0.5639445185661316;0.6127822995185852;0.6709403991699219
5;0.6382033824920654;0.7012359499931335;0.6280034184455872;0.5747303366661072;0.6270973086357117;0.6628185510635376
6;0.6480750441551208;0.701874315738678;0.6263837218284607;0.6132511496543884;0.6525720357894897;0.6561014652252197
7;0.6539980173110962;0.7083786129951477;0.6219014525413513;0.6194145083427429;0.6826159358024597;0.638812780380249
8;0.6362290382385254;0.7048795223236084;0.6205329298973083;0.6271186470985413;0.6878153085708618;0.6390130519866943
9;0.6643632650375366;0.722508430480957;0.611786961555481;0.5855161547660828;0.6264787912368774;0.6686079502105713
10;0.6446199417114258;0.7119556665420532;0.6171918511390686;0.5916795134544373;0.6446304321289062;0.660183846950531
11;0.6609082221984863;0.7203407883644104;0.6113213300704956;0.6086286306381226;0.6659741401672363;0.6518614888191223
12;0.674234926700592;0.7340354919433594;0.6060559153556824;0.5762711763381958;0.5994881391525269;0.6927929520606995
13;0.6589338779449463;0.7323362231254578;0.6031401753425598;0.5639445185661316;0.5970569849014282;0.7019917368888855
