epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.5310957431793213;0.5538203120231628;0.6895763874053955;0.5916795134544373;0.6456169486045837;0.6588777303695679
1;0.6125370264053345;0.6600915789604187;0.6552876830101013;0.5423728823661804;0.607252836227417;0.6714361310005188
2;0.6253702044487;0.6752971410751343;0.644004225730896;0.5362095236778259;0.5676541328430176;0.6980169415473938
3;0.6317867636680603;0.6894804239273071;0.6329222917556763;0.5901386737823486;0.6406394839286804;0.6573820114135742
4;0.6362290382385254;0.6970604658126831;0.6299191117286682;0.5824345350265503;0.6366509199142456;0.6611950993537903
5;0.6470878720283508;0.7108630537986755;0.6225340962409973;0.6040061712265015;0.657481849193573;0.6522507667541504
6;0.6495558023452759;0.707827091217041;0.6225458979606628;0.579352855682373;0.614047646522522;0.6786337494850159
7;0.6549851894378662;0.7225210666656494;0.6139482855796814;0.6209552884101868;0.6433650255203247;0.6622152924537659
8;0.6584402918815613;0.7322104573249817;0.6048550605773926;0.5716487169265747;0.6109434962272644;0.6835312247276306
9;0.6692991256713867;0.7301951050758362;0.6060677170753479;0.6055470108985901;0.6574200987815857;0.6512933373451233
10;0.6781836152076721;0.7426090240478516;0.59908527135849;0.5731894969940186;0.6109493970870972;0.6856552362442017
