epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.5542941689491272;0.5753334164619446;0.686652421951294;0.5454545617103577;0.6005101799964905;0.6747558116912842
1;0.6164857149124146;0.6589103937149048;0.6541476249694824;0.5932203531265259;0.6222681999206543;0.6635994911193848
2;0.6253702044487;0.6795046329498291;0.6421180367469788;0.5839753746986389;0.629788339138031;0.6621229648590088
3;0.6372162103652954;0.6935373544692993;0.6336416602134705;0.6009244918823242;0.6563125848770142;0.650538444519043
4;0.6416584253311157;0.6950433850288391;0.6287080645561218;0.6178736686706543;0.6757676601409912;0.6437291502952576
5;0.6569595336914062;0.7074094414710999;0.623134970664978;0.6271186470985413;0.6805503368377686;0.6392824053764343
6;0.6485686302185059;0.7184640169143677;0.6144724488258362;0.6163328289985657;0.6930776238441467;0.6285077333450317
7;0.6648568511009216;0.7267645001411438;0.6097809076309204;0.6379044651985168;0.6945947408676147;0.6342989802360535
8;0.6594274640083313;0.7236769199371338;0.6098428964614868;0.6086286306381226;0.6615310311317444;0.6520749926567078
9;0.6688055396080017;0.7338692545890808;0.6048471927642822;0.6209552884101868;0.6745960116386414;0.63774174451828
10;0.6535044312477112;0.7260294556617737;0.6074419021606445;0.633281946182251;0.683414876461029;0.6342407464981079
11;0.673741340637207;0.7433763742446899;0.5955902338027954;0.6009244918823242;0.6451717615127563;0.6656731367111206
12;0.672260582447052;0.7464284896850586;0.5947083830833435;0.579352855682373;0.6316604614257812;0.6744226217269897
