epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.6327739357948303;0.7014666199684143;0.6241340637207031;0.5562403798103333;0.6076658964157104;0.6778548359870911
1;0.6377097964286804;0.7102053761482239;0.6179466247558594;0.5716487169265747;0.6300483345985413;0.6651590466499329
2;0.6554787755012512;0.7234339118003845;0.6102527976036072;0.543913722038269;0.6136773228645325;0.6811177730560303
3;0.6539980173110962;0.7189639806747437;0.611743152141571;0.6379044651985168;0.6728901267051697;0.6476080417633057
4;0.6643632650375366;0.7314774990081787;0.6053639054298401;0.6255778074264526;0.6786593198776245;0.6472801566123962
5;0.6599210500717163;0.7293530106544495;0.6058031320571899;0.6286594867706299;0.6600056290626526;0.6598623991012573
6;0.6574531197547913;0.7334735989570618;0.6001184582710266;0.5639445185661316;0.6078582406044006;0.690159797668457
7;0.6767028570175171;0.7440145015716553;0.5944257974624634;0.6178736686706543;0.6545829772949219;0.6575202345848083
8;0.6762092709541321;0.7453392744064331;0.5942556262016296;0.6209552884101868;0.6608139872550964;0.6556628346443176
9;0.6668311953544617;0.7430445551872253;0.5943671464920044;0.6348227858543396;0.6802358031272888;0.6470734477043152
10;0.6623889207839966;0.7406305074691772;0.595035970211029;0.5485361814498901;0.59752357006073;0.6994563341140747
11;0.6776900291442871;0.750995934009552;0.5881065130233765;0.6348227858543396;0.6837021112442017;0.6423516273498535
12;0.6865745186805725;0.7544952630996704;0.5869964957237244;0.6024653315544128;0.6419203281402588;0.6671023368835449
13;0.700888454914093;0.763270378112793;0.5816119909286499;0.6163328289985657;0.672176718711853;0.6522612571716309
14;0.6855873465538025;0.7556227445602417;0.5828653573989868;0.5562403798103333;0.6149154305458069;0.7001635432243347
15;0.6717670559883118;0.7459062337875366;0.5892541408538818;0.5392912030220032;0.568836510181427;0.7579807043075562
16;0.6786772012710571;0.7499463558197021;0.5872486233711243;0.6055470108985901;0.6596161127090454;0.6593544483184814
