epoch;accuracy;auc;loss;val_accuracy;val_auc;val_loss
0;0.5335637;0.5533262;0.6925227133684073;0.5624037;0.5942685;0.6788253386815389
1;0.5567621;0.5802937;0.6829989411870913;0.5423729;0.553827;0.6878766162054879
2;0.59674233;0.6320258;0.666453527086226;0.44838214;0.4452067;0.7520046688261486
3;0.600691;0.6330914;0.664002761436003;0.4899846;0.49752846;0.7144115992954799
4;0.5972359;0.6410149;0.6594331542807764;0.41602466;0.4378895;0.9038955313818795
0;0.5330700874328613;0.559722363948822;0.6894078254699707;0.5192604064941406;0.5401483178138733;0.6971126198768616
1;0.6051332950592041;0.6506780385971069;0.6572707295417786;0.5223420858383179;0.5478940010070801;0.7053470015525818
2;0.6327739357948303;0.6775634288787842;0.6413131356239319;0.579352855682373;0.6249522566795349;0.6658487915992737
3;0.6209279298782349;0.6769173741340637;0.6416144967079163;0.5731894969940186;0.6161250472068787;0.6713075041770935
4;0.6317867636680603;0.6807375550270081;0.6403449773788452;0.6425269842147827;0.6678426265716553;0.6453551054000854
5;0.6283316612243652;0.6979736089706421;0.6276856660842896;0.5701078772544861;0.6217387318611145;0.6691538095474243
6;0.6569595336914062;0.7107548117637634;0.6231198906898499;0.6363636255264282;0.6732142567634583;0.6491587162017822
7;0.6406712532043457;0.6959829330444336;0.6289576292037964;0.633281946182251;0.6607901453971863;0.6518112421035767
8;0.6446199417114258;0.7160438299179077;0.6129021048545837;0.6070878505706787;0.666157066822052;0.6522570848464966
9;0.6500493288040161;0.7170056700706482;0.6157135963439941;0.5608628392219543;0.6031122207641602;0.69447261095047
10;0.6623889207839966;0.7253982424736023;0.6086159348487854;0.6040061712265015;0.6407594084739685;0.6645276546478271
11;0.6633760929107666;0.7295075058937073;0.6055592894554138;0.5932203531265259;0.6401954889297485;0.6651347279548645
